STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County
Alta 6112,-104.80406,39.986801,1351 E Bridge St,,Brighton,CO,80601,1906,ADAMS 
Alta 6114,-105.01522,39.827301,2387 W 72nd Ave,,Denver,CO,80221,3101,ADAMS 
Alta 6116,-104.76677,39.5299,11515 N Highway 83,,Parker,CO,80134,9952,DOUGLAS 
Alta 6117,-104.7864,37.631428,416 US-87,,Walsenburg,CO,81089,,HUERFANO 
Alta 6119,-105.09657,40.40728,1331 W Eisenhower Blvd,,Loveland,CO,80537,3130,LARIMER 
Alta 6120,-105.50557,39.741684,2420 Colorado Blvd,,Idaho Springs,CO,80452,9903,CLEAR CREEK 
Alta 6121,-103.21992,38.069324,356 Bent Ave,,Las Animas,CO,81054,1136,BENT 
Pic La Selle Llc,-104.83238,39.674839,13688 E Iliff Ave,Ste B,Aurora,CO,80014,6521,ARAPAHOE 
Alta 6122,-105.23015,38.444401,1228 Royal Gorge Blvd,,Canon City,CO,81212,3836,FREMONT 
Alta 6124,-108.58579,39.06591,2525 Broadway,,Grand Junction,CO,81507,2759,MESA 
Alta 6125,-108.49711,39.078175,2998 North Ave,,Grand Junction,CO,81504,5309,MESA 
Alta 6130,-105.09648,40.552616,1113 W Drake Rd,,Fort Collins,CO,80526,2400,LARIMER 
Alta 6138,-105.07176,40.587101,382 E Mountain Ave,,Fort Collins,CO,80524,2914,LARIMER 
Alta 6140,-105.03437,39.92704,12702 Lowell Blvd,,Broomfield,CO,80020,5807,BROOMFIELD 
Alta 6142,-102.27876,39.3004,122 S Lincoln St,,Burlington,CO,80807,2100,KIT CARSON 
Rivon,-104.76518,38.771954,4140 S Highway 85,,Colorado Springs,CO,80911,9723,EL PASO 
Alta 6143,-104.64301,38.258457,2714 Thatcher Ave,,Pueblo,CO,81004,1331,PUEBLO 
Alta 6144,-104.89248,39.691822,1370 S Parker Rd,,Denver,CO,80231,8400,DENVER 
Alta 6145,-103.80151,40.257809,825 Main St,,Fort Morgan,CO,80701,2029,MORGAN 
Dr Js Llc,-102.61738,37.403126,165 W 11th Ave,,Springfield,CO,81073,1864,BACA 
Alta 6321,-105.03078,38.423664,916 Co-115,,Penrose,CO,81240,,FREMONT 
Alta 6322,-105.24085,38.439323,420 Royal Gorge Blvd,,Canon City,CO,81212,3747,FREMONT 
Alta 6323,-105.10243,38.38731,921 E Main St,,Florence,CO,81226,1646,FREMONT 
Alta 6328,-105.21739,38.424839,1410 Elm Ave,,Canon City,CO,81212,4434,FREMONT 
Alta 6329,-105.12225,38.392906,217 Church Ave,,Florence,CO,81226,1411,FREMONT 
Alta 6330,-105.22694,38.459438,1501 Central Ave,,Canon City,CO,81212,8576,FREMONT 
Loaf N Jug 73,-104.6445,38.283485,2202 W 18th St,,Pueblo,CO,81003,1151,PUEBLO 
D&k Enterprises Inc.,-105.00641,39.792171,5251 Pecos St,,Denver,CO,80221,6426,ADAMS 
Loaf N Jug 74,-104.49244,38.275139,31918 E State Highway 96,,Pueblo,CO,81006,9517,PUEBLO 
Loaf N Jug 75,-104.57958,38.245598,1700 Santa Fe Dr,,Pueblo,CO,81006,1448,PUEBLO 
7-Eleven 33710H 33710H,-104.71621,38.893963,6040 Barnes Rd,,Colorado Springs,CO,80922,3593,EL PASO 
Loaf N Jug 76,-105.11111,38.388664,506 E Main St,,Florence,CO,81226,1250,FREMONT 
Main Street Steamboat Farmer's Market,-106.83192,40.48719,7th St Yampa,,Steamboat Springs,CO,80487,8048,ROUTT 
La Loma Carniceria Llc,-105.28219,40.055763,4483 Broadway St,,Boulder,CO,80304,586,BOULDER 
Plateau Valley Farm Cooperative,-107.96358,39.238697,2020 High St,,Collbran,CO,81624,9624,MESA 
Mexican Store La Esperanza 1,-108.07076,38.740562,460 Main St,,Delta,CO,81416,1825,DELTA 
7-eleven 38135a 38135A,-105.07186,39.910515,11275 Main Street,,Broomfield,CO,80020,,BROOMFIELD 
American Gas  And Convience Store,-105.01499,39.849022,2385 W 84th Ave,,Denver,CO,80260,4683,ADAMS 
Dollar Tree 7569,-104.77657,38.839916,2730 E Platte Ave,,Colorado Springs,CO,80909,5127,EL PASO 
Honey Acre Farms,-107.86512,38.459896,1520 E Oak Grove Rd,,Montrose,CO,81401,5460,MONTROSE 
Papa Murphy's Take & Bake Pizza CO 002,-104.72555,40.42276,2800 W 10th St,,Greeley,CO,80634,5425,WELD 
Papa Murphy's Take & Bake Pizza CO 010,-104.80833,39.652935,15440 E Hampden Ave,,Aurora,CO,80013,2404,ARAPAHOE 
Papa Murphy's Take & Bake Pizza CO 013,-104.77189,39.539803,18741 Ponderosa Dr,,Parker,CO,80134,8812,DOUGLAS 
Papa Murphy's Take & Bake Pizza CO 017,-105.05325,39.810604,6350 Sheridan Blvd,Ste 105,Arvada,CO,80003,6646,JEFFERSON 
Papa Murphy's Take & Bake Pizza CO 024,-104.97881,39.913971,680 E 120th Ave,Ste A,Northglenn,CO,80233,1126,ADAMS 
Papa Murphy's Take & Bake Pizza CO 029,-105.14079,39.812618,12650 W 64th Ave,,Arvada,CO,80004,3893,JEFFERSON 
Papa Murphy's Take & Bake Pizza CO 032,-104.77263,39.618664,18525 E Smoky Hill Rd,Ste J,Aurora,CO,80015,3109,ARAPAHOE 
Papa Murphy's Take & Bake Pizza CO 059,-104.76849,39.783836,18613 Green Valley Ranch Blvd,Unit 104,Denver,CO,80249,8374,DENVER 
Papa Murphy's Take & Bake Pizza CO 070,-105.1296,39.624111,11614 W Belleview Ave,Ste N,Littleton,CO,80127,1534,JEFFERSON 
Papa Murphys Take & Bake Pizza CO 098,-105.11513,40.572945,1031 S Taft Hill Rd,,Fort Collins,CO,80521,4222,LARIMER 
Dhungel Enterprise Inc,-105.08143,39.654907,3457 S Wadsworth Blvd,,Lakewood,CO,80227,5105,JEFFERSON 
Dhungel Llc,-105.02535,39.631527,4696 S Federal Blvd,,Englewood,CO,80110,6359,ARAPAHOE 
Family Dollar 12173,-104.9939,39.848919,636 W 84th Ave,,Thornton,CO,80260,4818,ADAMS 
Fresh Foods 2,-103.63609,40.25494,1302 Edison St,,Brush,CO,80723,2310,MORGAN 
Pilot Travel Center 1110,-104.86795,39.095924,15455 Terrazzo Dr,,Monument,CO,80132,,EL PASO 
7 Eleven 18576J,-104.94047,39.899395,3901 E 112th Ave,,Thornton,CO,80233,2566,ADAMS 
Genesa Farmstand,-105.3222,40.463322,263 Badger Ct,,Drake,CO,80515,321,LARIMER 
"Aim Investments, Inc. 1",-104.79266,38.923908,1822 Dominion Way,,Colorado Springs,CO,80918,1467,EL PASO 
7-Eleven 33040J,-104.94181,39.564621,8380 S Colorado Blvd,,Highlands Ranch,CO,80126,6101,DOUGLAS 
Star Mart,-104.62048,38.278881,920 W 13th St,,Pueblo,CO,81003,2045,PUEBLO 
Family Dollar 12208,-104.9733,39.764313,3360 N Downing St,,Denver,CO,80205,3919,DENVER 
Dollar General 19371,-105.45768,38.138515,100 Mission Dr,,Siver Cliff,CO,81252,,CUSTER 
Dollar General 19378,-106.0978,37.748165,2098 E Highway 112,,Center,CO,81125,,RIO GRANDE 
Maverik 566,-104.81239,38.874092,711 E Fillmore St,,Colorado Springs,CO,80907,6311,EL PASO 
Namaste Colorado Llc 1,-104.9057,39.565292,7152 E County Line Rd,,Highlands Ranch,CO,80126,3926,DOUGLAS 
Alamosa Farmers Market n/a,-105.86546,37.467136,6th Street And State Ave,Corner Of These Streets,Alamosa,CO,81101,2632,ALAMOSA 
Grocery Zone,-104.87914,39.740246,9355 E Colfax Ave,,Aurora,CO,80010,1919,ARAPAHOE 
Papa Murphy's Take & Bake Pizza CO 006,-104.79543,38.925579,1708 Dublin Blvd,,Colorado Springs,CO,80918,8348,EL PASO 
Papa Murphy's Take & Bake Pizza CO 019,-104.64383,38.25153,840 S Prairie Ave,,Pueblo,CO,81005,5722,PUEBLO 
Papa Murphy's Take & Bake Pizza CO 022,-104.72018,38.874218,2888 N Powers Blvd,,Colorado Springs,CO,80922,2800,EL PASO 
Papa Murphy's Take & Bake Pizza CO 045,-104.75732,38.867447,2460 N Academy Blvd,,Colorado Springs,CO,80909,1510,EL PASO 
Papa Murphy's Take & Bake Pizza CO 047,-104.7758,38.849102,1203 N Circle Dr,,Colorado Springs,CO,80909,3136,EL PASO 
Papa Murphy's Take & Bake Pizza CO 055,-104.60371,38.942123,7669 McLaughlin Rd,,Peyton,CO,80831,4727,EL PASO 
Papa Murphy's Take & Bake Pizza CO 058,-104.62914,38.309452,1617 W US Highway 50,,Pueblo,CO,81008,1697,PUEBLO 
Papa Murphy's Take & Bake Pizza CO 073,-105.0491,38.991993,300 East Highway 24,,Woodland Park,CO,80863,,TELLER 
Papa Murphy's Take & Bake Pizza CO 077,-104.8723,38.853245,3105 W Colorado Ave,,Colorado Springs,CO,80904,2089,EL PASO 
Papa Murphys Take & Bake Pizza CO 127,-104.74083,38.9338,7085 Austin Bluffs Pkwy,,Colorado Springs,CO,80923,9276,EL PASO 
7-eleven 19015B,-105.02531,39.642525,4096 S Federal Blvd,,Englewood,CO,80110,4331,ARAPAHOE 
Dollar General 18901,-103.22009,38.068901,305 4th St,,Las Amimas,CO,81054,,BENT 
Target T3279,-104.99185,39.74538,1600 California St,Ste 14,Denver,CO,80202,3702,DENVER 
Dollar Tree 7518,-105.23425,40,4800 Baseline Rd,Ste A108,Boulder,CO,80303,2643,BOULDER 
Golden Gate Gas 70,-108.36025,39.110355,327 Elberta Ave,,Palisade,CO,81526,,MESA 
7 ELEVEN 35519B,-105.05322,39.776905,4406 Sheridan Blvd,,Denver,CO,80212,2404,DENVER 
Mercado Azteca,-104.8749,39.747505,9701 Montview Blvd,,Aurora,CO,80010,2118,ARAPAHOE 
Grover Market Basket,-104.22628,40.867573,311 Chatoga St,,Grover,CO,80729,9760,WELD 
7 Eleven 26803J,-105.07674,40.548573,2800 S College Ave,,Fort Collins,CO,80525,2532,LARIMER 
7-eleven 33042B,-104.88181,39.557446,8750 S Yosemite St,,Lone Tree,CO,80124,2852,DOUGLAS 
7-eleven 13071B,-104.72868,38.736412,5 Widefield Blvd,,Colorado Springs,CO,80911,2126,EL PASO 
The Market At Mountain Village,-106.38638,39.644104,450 Lionshead Circle,Unit X,Vail,CO,81657,,EAGLE 
Babylon Market,-104.76592,38.890778,3334 Austin Bluffs Pkwy,,Colorado Springs,CO,80918,5730,EL PASO 
7 Eleven 38226H,-105.16525,39.856033,8790 Indiana St,,Arvada,CO,80007,8210,JEFFERSON 
Binali Inc,-105.02505,39.707703,490 S Federal Blvd,Unit 5,Denver,CO,80219,2930,DENVER 
My Bargainmart,-104.77848,38.816814,2841 E Fountain Blvd,,Colorado Springs,CO,80910,2312,EL PASO 
Lucky's Market 41,-105.08153,39.766575,3545 Wadsworth Blvd,,Wheat Ridge,CO,80033,4662,JEFFERSON 
Moorhead Farmers Market,-104.86578,39.752239,2390 Havana St,,Aurora,CO,80010,1229,ARAPAHOE 
7-eleven 34675B,-104.86589,39.681767,1910 S Havana St,Ste 2,Aurora,CO,80014,4748,ARAPAHOE 
7-eleven 23206B,-105.0062,39.827557,7211 Pecos St,,Denver,CO,80221,2761,ADAMS 
7-eleven 20308b 20308B,-104.86425,39.093369,283 Highway 105,,Monument,CO,80132,1241,EL PASO 
7 ELEVEN 38351A,-104.80998,39.914257,15200 E 120th Ave,,Commerce City,CO,80022,,ADAMS 
The Food Store Inc,-105.06979,39.696609,6715 W Mississippi Ave,,Lakewood,CO,80226,4600,JEFFERSON 
Shahrazad Bakery,-104.86385,39.66898,2603 S Parker Rd,,Aurora,CO,80014,1617,ARAPAHOE 
One Stop Fuel,-105.0767,40.430485,105 E 37th St,,Loveland,CO,80538,2306,LARIMER 
Kim Minh Grocery,-105.00249,39.728992,1133 W 8th Ave,,Denver,CO,80204,4346,DENVER 
South Federal Mini Mart,-105.02544,39.636444,4399 S Federal Blvd,,Englewood,CO,80110,5310,ARAPAHOE 
Hillside Local Food Co-op,-104.80733,38.824944,917 E Moreno Ave,,Colorado Springs,CO,80903,4547,EL PASO 
Tsquare C Store 2,-104.86602,39.701115,897 S Havana St,,Aurora,CO,80012,3015,ARAPAHOE 
Solomon's Grocery & European Deli,-104.86596,39.681145,1939 S Havana St,,Aurora,CO,80014,1011,ARAPAHOE 
Tyc Pizza N/A,-104.509,37.175484,829 Arizona Ave.,,Trinidad,CO,81082,,LAS ANIMAS 
7-eleven 26644B,-104.79398,38.837128,1801 E Platte Ave,,Colorado Springs,CO,80909,5721,EL PASO 
E & M Produce Llc,-104.82093,39.98877,147 N Main St,,Brighton,CO,80601,1626,ADAMS 
7-eleven 29508c 29508C,-104.98772,39.659977,3131 S Broadway,,Englewood,CO,80113,2423,ARAPAHOE 
El Rodeo Meat Market,-104.61495,38.245781,1200 E Evans Ave,,Pueblo,CO,81004,2997,PUEBLO 
Nobel Store,-104.82117,40.000504,12354 County Road 2,,Brighton,CO,80603,9219,WELD 
Dollar General 19558,-104.3205,39.738415,56951 E Colfax Ave,,Strasburg,CO,80136,8154,ADAMS 
Mile High Halal Llc 1,-104.89581,39.696514,7950 E Mississippi Ave,Ste E,Denver,CO,80247,2151,ARAPAHOE 
Dollar Tree 7477,-104.82761,39.97411,825 S Kuner Rd,,Brighton,CO,80601,2857,ADAMS 
Love's Travel Stop 668,-104.9847,40.306206,3800 E State Highway 56,,Berthoud,CO,80513,8918,LARIMER 
Dollar Tree 7404,-105.05204,39.914299,5119 W 120th Ave,,Broomfield,CO,80020,5608,BROOMFIELD 
7-eleven 38361a 38361A,-104.76979,39.814621,18449 E 65TH Avenue,,Denver,CO,80249,6850,DENVER 
Cloud City Conservation Center 1,-106.30173,39.250511,440 Mcwethy,,Leadville,CO,80461,,LAKE 
Valero Gas Station,-105.07006,39.776642,6601 W 44th Ave,,Wheat Ridge,CO,80033,4733,JEFFERSON 
Murphy Express 8847,-105.0251,39.826954,7199 Federal Blvd,,Westminster,CO,80030,5510,ADAMS 
7-eleven 38107a 38107A,-104.81849,39.041607,229 Gleneagle Gate Vw,,Colorado Springs,CO,80921,3223,EL PASO 
Murphy Express 8769,-104.86102,39.592896,11005 E Briarwood Ave,,Englewood,CO,80112,3838,ARAPAHOE 
Murphy Express 8796,-104.61935,39.359756,2336 Legacy Cir,,Elizabeth,CO,80107,8302,ELBERT 
Massgisaini Enterprises Llc,-104.79419,38.945007,1765 Briargate Blvd,,Colorado Springs,CO,80920,3474,EL PASO 
Kum & Go 949,-104.90182,40.479797,375 E Main St,,Windsor,CO,80550,,WELD 
Jovial Concepts,-105.05155,39.718235,5045 W 1st Ave,,Denver,CO,80219,1005,DENVER 
7-eleven 13188B,-104.97784,39.90366,11421 Washington St,,Northglenn,CO,80233,1912,ADAMS 
Murphy Express 8825,-104.91184,39.856236,8799 Brighton Rd,,Commerce City,CO,80022,5300,ADAMS 
Murphy Express 8826,-104.87139,39.675232,2290 S Parker Rd,,Aurora,CO,80247,,ARAPAHOE 
Murphy Express 8827,-104.97447,40.159107,4615 City Centre Dr,,Firestone,CO,80504,6680,WELD 
Pikes Peak Community College,-104.7854,38.7654,5675 S Academy Blvd,,Colorado Springs,CO,80906,5498,EL PASO 
Carniceria Sonoyta,-108.45554,39.089844,3225 I-70 Business Loop,Ste B1 I70,Clifton,CO,81520,7623,MESA 
CVS Pharmacy 11001,-104.75692,38.882004,3475 N Academy Blvd,,Colorado Springs,CO,80917,,EL PASO 
Vitamin Cottage Natural Grocers U152,-105.99284,38.535255,200 F St,,Salida,CO,81201,2104,CHAFFEE 
Dollar General 19538,-104.64273,38.283607,2111 W 18th St,,Pueblo,CO,81003,1149,PUEBLO 
Collins Family Farms Llc,-103.48906,38.099995,32227 County Road Jj,,La Junta,CO,81050,9535,OTERO 
Bhumi Llc,-104.91285,39.805408,5990 Monaco St,,Commerce City,CO,80022,4023,ADAMS 
7-eleven 21494b 21494B,-104.84739,39.661278,3005 S Peoria St,,Aurora,CO,80014,5713,ARAPAHOE 
7-eleven 38093a 38093A,-104.88387,39.424778,1175 Aloha St,,Castle Rock,CO,80108,2833,DOUGLAS 
Alta 6019,-107.32454,39.52874,2310 S Glen Ave,,Glenwood Springs,CO,81601,4334,GARFIELD 
Alta 6104,-104.86544,39.362698,800 S Wilcox St,,Castle Rock,CO,80104,1955,DOUGLAS 
Alta 6113,-104.82645,38.874825,227 W Fillmore St,,Colorado Springs,CO,80907,6156,EL PASO 
Alta 6115,-105.15243,38.944141,11399 US Highway 24,,Divide,CO,80814,9212,TELLER 
Alta 6123,-104.9966,39.863091,9190 Huron St,,Thornton,CO,80260,6843,ADAMS 
Alta 6126,-107.86945,38.471264,938 S Townsend Ave,,Montrose,CO,81401,4945,MONTROSE 
Alta 6129,-105.10235,40.185116,1500 Main St,,Longmont,CO,80501,2844,BOULDER 
Alta 6133,-104.02472,38.130989,123 W Cranston Ave,,Fowler,CO,81039,1153,OTERO 
Alta 6135,-104.62514,38.218304,3201 Lake Ave,,Pueblo,CO,81004,3837,PUEBLO 
7-eleven 34342b 34342B,-104.96382,39.740021,1975 E Colfax Ave,,Denver,CO,80206,1301,DENVER 
Papa Murphy's Take & Bake Pizza CO 095,-104.75818,39.479164,13029 S Parker Rd,,Parker,CO,80134,3449,DOUGLAS 
Papa Murphy's Take & Bake Pizza CO 117,-104.68855,39.585449,25791 E Smoky Hill Rd,Unit 90,Aurora,CO,80016,1793,ARAPAHOE 
Alta 6136,-104.7757,38.941738,2775 Briargate Blvd,,Colorado Springs,CO,80920,,EL PASO 
Alta 6141,-106.07932,38.519852,11000 Highway 50,,Poncha Springs,CO,81242,,CHAFFEE 
Alta 6146,-108.09743,38.762707,1430 Highway 50,,Delta,CO,81416,3119,DELTA 
Alta 6150,-105.99152,38.524151,946 E Rainbow Blvd,,Salida,CO,81201,2910,CHAFFEE 
Alta 6324,-105.21782,38.448235,2075 Fremont Dr,,Canon City,CO,81212,6405,FREMONT 
Alta 6326,-105.19421,38.447281,3095 E US Highway 50,,Canon City,CO,81212,2748,FREMONT 
Chatfield Convenience,-105.11185,39.569485,10218 W Chatfield Ave,,Littleton,CO,80127,4214,JEFFERSON 
La Tienda Llc,-104.80823,39.652935,15460 E Hampden Ave,,Aurora,CO,80013,2404,ARAPAHOE 
Murphy Express 8844,-104.76564,40.421482,5141 10th St,,Greeley,CO,80634,,WELD 
7 Eleven 15403J,-105.00613,39.863567,1605 W 92nd Ave,,Denver,CO,80260,5307,ADAMS 
Kum & Go 994,-104.98791,40.43655,4330 Clydesdale Pkwy,,Loveland,CO,80538,9366,LARIMER 
7-eleven 38357a 38357A,-104.86573,39.785351,4908 Havana Street,,Denver,CO,80239,,DENVER 
Kum & Go 948,-106.09679,39.590675,55 Lusher Ct,,Frisco,CO,80443,,SUMMIT 
7-eleven 27238B,-105.05316,39.849396,8378 Sheridan Blvd,,Arvada,CO,80003,6001,JEFFERSON 
7-eleven 25290b 25290B,-105.06541,40.523922,4543 Boardwalk Dr,,Fort Collins,CO,80525,3227,LARIMER 
7-eleven 35069b 35069B,-105.27629,40.007114,1091 13th St,,Boulder,CO,80302,7305,BOULDER 
Carniceria Taqueria La Consentida,-104.85206,39.747433,11651 East Montview Blvd,Unit B,Aurora,CO,80010,1601,ARAPAHOE 
Save A Lot 43428,-104.9983,39.885071,1000 W 104th Ave,,Northglenn,CO,80234,3802,ADAMS 
Murphy Express 8859,-104.7546,38.93705,4010 Lee Vance Vw,,Colorado Springs,CO,80918,7102,EL PASO 
Maverik Inc 495,-104.80754,39.72554,15510 E 6th Ave,,Aurora,CO,80011,9000,ARAPAHOE 
Maverik Inc #490,-104.72188,39.592129,22910 E Arapahoe Road,,Aurora,CO,80016,,ARAPAHOE 
Vitamin Cottage Natural Grocers U154,-105.04392,38.982307,916 Paradise Lodge Ln,,Woodland Park,CO,80863,9174,TELLER 
Kmart 4917,-104.96897,39.884995,1400 E 104th Ave,,Denver,CO,80233,4306,ADAMS 
Walmart SC 980,-104.71585,40.38612,3103 S 23rd Ave,Unit 1,Greeley,CO,80631,8702,WELD 
PDS Stores Inc,-104.81965,39.725574,14490 E 6th Ave,,Aurora,CO,80011,8708,ARAPAHOE 
Safeway 804,-105.09722,40.407249,1451 W Eisenhower Blvd,,Loveland,CO,80537,3110,LARIMER 
Albertsons 881,-104.98099,39.913975,500 E 120th Ave,,Northglenn,CO,80233,,ADAMS 
Lao Market,-105.02479,39.829636,7302 Federal Blvd,,Westminster,CO,80030,4904,ADAMS 
Walgreens 5794,-104.78032,38.826069,303 S Circle Dr,,Colorado Springs,CO,80910,3026,EL PASO 
Walgreens 9767,-104.82104,38.806152,1855 Southgate Rd,,Colorado Springs,CO,80906,2452,EL PASO 
Valero Corner Store 2741171,-104.6261,38.263298,430 W Abriendo Ave,,Pueblo,CO,81004,1815,PUEBLO 
Albertsons 2812,-105.1617,39.964073,910 W Cherry St,Unit A,Louisville,CO,80027,3084,BOULDER 
SAFEWAY  1116,-105.10895,40.152481,1050 Ken Pratt Blvd,,Longmont,CO,80501,6362,BOULDER 
Walgreens 1769,-104.9633,39.739964,2000 E Colfax Ave,,Denver,CO,80206,1304,DENVER 
Village Market,-106.59184,39.643036,34295 Highway 6,,Edwards,CO,81632,,EAGLE 
JRs Country Store 205,-104.54252,38.245255,25100 E US Highway 50,,Pueblo,CO,81006,9737,PUEBLO 
Loaf N Jug 68,-103.47503,39.136135,109 4th St,,Hugo,CO,80821,,LINCOLN 
City Market 433,-107.0879,39.392101,250 E Valley Rd,Frnt,Carbondale,CO,81623,7740,GARFIELD 
Kum & Go 912,-105.34872,39.492336,30393 Kings Valley Dr,,Conifer,CO,80433,7410,JEFFERSON 
Longmont Packing #2 Carniceria,-105.02523,39.790211,5115 Federal Blvd,Unit 29,Denver,CO,80221,1158,ADAMS 
Whole Foods Market 10373,-104.97929,39.695049,1111 S Washington St,,Denver,CO,80210,1615,DENVER 
King Soopers 13,-105.12409,39.987007,1375 E South Boulder Rd,Ste A,Louisville,CO,80027,2333,BOULDER 
Safeway 879,-104.85144,38.894569,4405 Centennial Blvd,Ste 1,Colorado Springs,CO,80907,3421,EL PASO 
Pacific Ocean International Supermarket,-105.01389,39.711163,2200 W Alameda Ave,Unit 18,Denver,CO,80223,1947,DENVER 
Walmart SC 0924,-103.23553,40.625065,1510 W Main St,,Sterling,CO,80751,9095,LOGAN 
Walgreens 03298,-104.98752,39.660961,3080 S Broadway,,Englewood,CO,80113,1529,ARAPAHOE 
Mini Mart 852,-104.71574,40.384331,3200 23rd Ave,,Evans,CO,80620,1726,WELD 
Red Rock General Store,-105.51398,37.435406,623 Main St,,Blanca,CO,81123,,COSTILLA 
Schwans Home Service Colorado Springs Depot 100440,-104.76535,38.784622,3440 Kimball Cir,,Colorado Springs,CO,80910,1051,EL PASO 
SAFEWAY  1499,-104.72018,38.874226,2890 N Powers Blvd,,Colorado Springs,CO,80922,2800,EL PASO 
King Soopers 11,-104.73496,40.404655,2100 35th Ave,,Greeley,CO,80634,3910,WELD 
SAFEWAY  1466,-104.77581,38.848011,1121 N Circle Dr,,Colorado Spgs,CO,80909,3134,EL PASO 
Walgreens 03499,-105.12927,39.812672,11602 W 64th Ave,,Arvada,CO,80004,4313,JEFFERSON 
Schwans Home Service Loveland East Depot 100310,-104.99065,40.430454,3660 Draft Horse Dr,,Loveland,CO,80538,9008,LARIMER 
City Market 416,-106.81635,39.187511,711 E Cooper Ave,,Aspen,CO,81611,2013,PITKIN 
Albertsons 816,-104.62852,38.309418,1601 W US Highway 50,Stop 1,Pueblo,CO,81008,1694,PUEBLO 
Dolores Food Market,-108.50433,37.473183,400 Railroad Ave,,Dolores,CO,81323,,MONTEZUMA 
Walgreens 03584,-104.81948,38.873863,2921 N Nevada Ave,,Colorado Springs,CO,80907,6224,EL PASO 
Loaf N Jug 78,-104.57258,38.285423,2120 Oakshire Ln,,Pueblo,CO,81001,4739,PUEBLO 
Walmart SC 1200,-104.76947,38.839664,3201 E Platte Ave,,Colorado Springs,CO,80909,6408,EL PASO 
Papa Murphys Pizza,-105.05796,40.576897,737 S Lemay Ave,Ste B3,Fort Collins,CO,80524,3261,LARIMER 
Clarks Market,-108.29152,38.130798,1435 Grand Ave,,Norwood,CO,81423,,SAN MIGUEL 
Walmart SC 1434,-104.84039,38.822811,707 S 8th St,,Colorado Springs,CO,80905,1811,EL PASO 
City Market 440,-107.8662,38.453918,16400 S Townsend Ave,,Montrose,CO,81401,5404,MONTROSE 
SAFEWAY  1480,-104.99199,39.548569,9255 S Broadway,,Highlands Ranch,CO,80129,5631,DOUGLAS 
Family Market,-108.5719,38.217514,225 W Main St,,Naturita,CO,81422,,MONTROSE 
Walgreens 9887,-105.1114,39.740078,10140 W Colfax Ave,,Lakewood,CO,80215,3910,JEFFERSON 
King Soopers 16,-104.75954,39.614422,19711 E Smoky Hill Rd,Unit A,Centennial,CO,80015,5195,ARAPAHOE 
Loaf N Jug 79,-104.61282,38.320225,420 Eagleridge Blvd,,Pueblo,CO,81008,2100,PUEBLO 
Atencios Market,-105.86542,37.464222,802 State Ave,,Alamosa,CO,81101,3140,ALAMOSA 
Longmont Packing #1 Carniceria,-105.10666,40.152325,823 Ken Pratt Blvd,,Longmont,CO,80501,6453,BOULDER 
Busy Corner Market,-107.98333,38.606201,316 Main St,,Olathe,CO,81425,,MONTROSE 
City Market 434,-106.82726,39.662167,103 Market St,,Eagle,CO,81631,,EAGLE 
Schwans Home Service Pueblo Depot East 100480,-104.49488,38.275093,31350 E State Highway 96,,Pueblo,CO,81006,9517,PUEBLO 
Walgreens 03655,-104.86551,39.740238,10501 E Colfax Ave,,Aurora,CO,80010,2313,ARAPAHOE 
SAFEWAY  1533,-108.51514,39.091747,2901 F Rd,,Grand Junction,CO,81504,5440,MESA 
C & F Food Stores Inc 9,-108.52484,39.077263,2847 North Ave,,Grand Junction,CO,81501,4918,MESA 
Woodys Food Store 135,-108.6756,37.21883,158 US Highway 160,,Cortez,CO,81321,,MONTEZUMA 
City Market 442,-106.41609,39.631374,2109 N Frontage Rd W,,Vail,CO,81657,,EAGLE 
Walgreens 3867,-104.91575,39.740055,6200 E Colfax Ave,,Denver,CO,80220,1515,DENVER 
Bens Supermarket,-104.95954,39.756996,2301 E 28th Ave,,Denver,CO,80205,4611,DENVER 
C & F Food Stores Inc 10,-108.45959,39.068481,437 32 Rd,,Clifton,CO,81520,9142,MESA 
Papa Murphys Take N Bake Pizza 104,-105.05334,39.681408,1945 S Sheridan Blvd,Unit 104A,Denver,CO,80227,3752,JEFFERSON 
King Soopers 72,-104.94064,39.666656,2750 S Colorado Blvd,,Denver,CO,80222,6602,DENVER 
City Market 441,-107.51414,39.569355,850 Castle Valley Blvd,,New Castle,CO,81647,9441,GARFIELD 
City Market 445,-107.0756,37.256321,165 Country Center Dr,,Pagosa Springs,CO,81147,8935,ARCHULETA 
Kum & Go 2925,-107.95512,40.022434,39065 Highway 13,,Meeker,CO,81641,9636,RIO BLANCO 
Denos Country Store,-104.94011,39.877323,4000 E 100th Ave,,Thornton,CO,80229,3018,ADAMS 
Bills Sooper Inc,-107.26704,40.494923,111 N 6th St,,Hayden,CO,81639,,ROUTT 
Loaf N Jug 846,-105.00041,40.704082,8211 6th St,,Wellington,CO,80549,,LARIMER 
Schwans Home Service Montrose Depot 100360,-107.87717,38.466816,1029 Colorado Ave,,Montrose,CO,81401,4892,MONTROSE 
Walmart SC 921,-106.02366,38.522728,7865 W US Highway 50,,Salida,CO,81201,9345,CHAFFEE 
City Market 432,-108.57008,39.068336,200 Rood Ave,,Grand Junction,CO,81501,7819,MESA 
King Soopers 27,-104.9433,39.54385,9551 S University Blvd,Unit A,Highlands Ranch,CO,80126,8121,DOUGLAS 
